age,poem_date,sex,text,Unnamed: 0,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
41.0, 3. júl 2001,kvenmaður,"I look at you,with an angry mind.I look at you,with my furious soul,and all I can feel is sorrow.Because my heart can only feel love.And I can´t blame you for how I feel.Esmeralda 24/06/2001",635,635,1.0,0.5586,"feel, make, life, day, die, live, give, thing, find, cry","['untitled', 'day', 'spotdifferent', 'date', 'endless', 'circle', 'stick', 'control', 'timei', 'measure', 'life', 'walk', 'around', 'doubt', 'endless', 'circle', 'life', 'stick', 'control', 'time', 'day', 'spot', 'different', 'date']"
34.0, 8. jún 2002,karlmaður,"With you, Life seems like a wonderWith you, life looks wonderfullWith you, I live…I see that this is it,it could be, and it could work.could…In you I see hope,I see prosperityI feel so…Then I realise itit's been there, alwaysyou don't feel the same…Why haven't I seen it before?Why was I so blind?Can I do nothing? Nothing at all?Should I leave it?Should I walk away from it?I suppose so…And there it goes.What I've thought so hard of.What's kept me going all this time…And there……it's gone…I'm alone, like always.I s'pose I should move on,s'pose it's the right thing.But it's so hard to forget you…",636,636,0.0,0.6074,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['stand', 'time', 'look', 'eye', 'try', 'forget', 'evreythe', 'together', 'last', 'time', 'konw', 'better', 'know', 'know', 'way', 'still', 'stranger', 'stick', 'fuck', 'situation', 'strangerwho', 'eye', 'know', 'memory', 'pasti', 'run', 'away', 'move', 'kinda', 'want', 'stay', 'see', 'smile', 'close', 'eye', 'notthe', 'say', 'stanger', 'smile', 'forgetyou', 'memory', 'hada', 'look', 'last', 'timejust', 'picture', 'heada', 'try', 'forget', 'run', 'hell', 'see', 'smile', 'againa', 'look', 'eye', 'stranger', 'forget', 'say', 'goodbye']"
34.0, 2. maí 2002,karlmaður,"I come back to my providencewith the fear I might find herMy fears are rightfullshe's thereI become weak, very weakbut happy, I frown.My eyes glue to her,to that wonderful thing.Suddenly I find what I haven't hadever!It's something deep inside methe courage to face her.Then I approach her.She smiles back at me……I walk slowly……I feal my feet want to give away…Then I face herand when I'm just about to say ithow I feelI hear this soundThe sound is loud, it's weird,and I'm the only one hearing it.Then I realise wht it isand everything fades away.I find it's the alarm to my existance;my pathetic existance…I get up, ready to face the new day;with her on my mind…",637,637,1.0,0.5694,"feel, make, life, day, die, live, give, thing, find, cry","['causethere', 'light', 'single', 'drop', 'unwanted', 'element', 'even', 'want', 'searcher', 'life', 'life', 'find', 'yet', 'think', 'linger', 'thought', 'finder', 'blankness', 'still', 'search', 'light', 'never', 'unwanted', 'element', 'even', 'want', 'lose', 'cause', 'lose', 'search', 'forever']"
34.0,28. apr 2002,karlmaður,"It comes in your sleep,…when you wake.It comes when you're active,…when you're secure.It often comes as a surprise,…a sudden surprise.It can be quicker than the blink of an eye,…or a painfull and slow scene.It can be as innocent as a deep sleep,…or a twisted and violent act.Many fear it,…others welcome it.Humanity tries to stop it,…only a short stall, a short wait.It may come to sweep your loved ones;…leaving you alone in despair, all alone.But keep this in mind:…you could be next…",638,638,0.0,0.5185,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['ad', 'leidir', 'graturadein', 'ad']"
34.0,26. apr 2002,karlmaður,"I stroll down the beach on a beautiful morning. The sun is warm, the breeze is cool, the world is at rest. The very asphalt I walk on mingles with my body. The sea is beautiful full of life. I think on some level that this is how it's meant to be, how the simplicity is perfect. Then I think of her… That glamorous look… …those deep eyes… …those sensatious lips… …that perfect smile… And I find my mind drifting from the beach; thinking of her, that beauty, that amazing mind; then I think: “I don't have a chance.” I find myself back on the edges of the beach I've been walking for quite some time now my feet start to hurt, my head starts spinning, but I keep going, with a smile on my face, and a warm thought: her…",639,639,0.0,0.5493,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['memory', 'could', 'never', 'fade', 'awayyour', 'eye', 'always', 'mean', 'true', 'love', 'meyour', 'smell', 'always', 'stay', 'close', 'meand', 'gaze', 'star', 'stare', 'seayour', 'presence', 'mind', 'calm', 'heart', 'way', 'sorrowful', 'city']"
, 1. jún 2002,,"Whisper.A litle bird,told me i could fly, and you know me,had to try.but something went wrong,the first time i tryed,fell to ground,and cryed.Now i live on the ground,in a litle chell,alone and locket up,pray to get well.Days pas by, and i´m getting better,saw the spark in your eyes,i sent you a letter.And then as i was walking alone,i saw you in the moonlight,the wind wispered softly,and the stars shined bright.i forgot,what happend to me before,morning after i knew,you just saw me as another hore.And now i´m lost and alone,dont wanna fly,that kind of things,just make me cry… PureAngel",640,640,0.0,0.5068,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['s', 'pointof', 'living', 'lifewhat', 'dieingwhy', 'endurethis', 'painwhy', 'want', 'truly', 'show']"
,25. maí 2002,,"“Words unspoken”Echos,in the hidden corners of my mind.Words unspoken,words that never came alive.I have covered every range of emotion, cut to the truth and watched it bleed.I could come on as strong and willfull,but im waiting for my sky to fall.I am a woman,fragile but not breakable.Growing wiser by the day.Busy holding on and keeping together.I still have words unspoken, waiting to be given life.",641,641,1.0,0.5694,"feel, make, life, day, die, live, give, thing, find, cry","['rub', 'revolver', 'walk', 'doorit', 'funny', 'victim', 'always', 'seem', 'want', 'kill', 'kill', 's', 'doone', 'day', 'may', 'even', 'kill', 'walkin', 'schoolhouse', 'grin', 'silly', 'look', 'beg', 'silly', 'looking', 'schoolboy', 'overpower', 'mazeashame', 'look', 'know', 'could', 'kill', 'man']"
,13. maí 2002,,"In and out my lifeno way backfollow me, can you feel itit´s you and your love.house nation and thepromesland.wake up it´s party time,no more mind games.Hold me like you use to holde me.Bring down the walls.Can you party it´s alrightit´s the weekend that is flying by",642,642,0.0,0.5069,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['donkeyit', 'name', 'go', 'say', 'say', 'lay', 'lie', 'stand', 'clownmy', 'donkey', 'sitnot', 'even', 'little', 'man', 'come', 'straight', 'taking', 'busand', 'say', 'say', 'say', 'playing', 'toolso', 'fool']"
,13. apr 2002,,"Clouded mind of sorrowno reason for happy thoughts.But try to pull your self together.Leave the sorrow let it gohear our call your not alone.Join the army of broken trustand fight the battel we whereused to lose.now we are stronger,now we win.This battel is forever, solets stay strong.",643,643,1.0,0.5333,"feel, make, life, day, die, live, give, thing, find, cry","['person', 'metrye', 'break', 'outpeople', 'can', 'seemakes', 'scream', 'shouthate', 'lifemore', 'noone', 'hear', 'saycause', 'friendsonly', 'pain', 'other', 'make', 'happywhen', 'life', 'see', 'monsterthat', 'terrorise', 'alldestruction', 'skillmy', 'grasp', 'gonenow', 'can', 'kill', 'poet', 'think_different', 'truly', 'show']"
35.0,17. apr 2002,kvenmaður,"My love for you is just so strongthat I would like to hold you all day long,just hold you near and forget my fear.I love every second with youindeed my love is truefor you are the one for meand that´s why we will be.For you I would give up everythingif you asked me tofor there isn´t one thing I wouldn´t do for you! –Satan–",644,644,1.0,0.5095,"feel, make, life, day, die, live, give, thing, find, cry","['master', 'touch', 'rule', 'feverish', 'incantation', 'safe', 'boundary', 'sanityset', 'rejection', 'untold', 'truth', 'roam', 'world', 'unseen', 'unheard', 'forcing', 'nightmare', 'bind', 'mind', 'enslave', 'thought', 'breathe', 'possess', 'soul', 'feed', 'angelic', 'realization', 'poison', 'vein', 'get', 'weak', 'sin', 'stupidity']"
,31. mar 2002,,A Good Deala crown on my headmy kingdom for a horsethe booming voicea hat on my headmy joy for a breakthe muffled crya rope around my neckmy life for a second chancethe silent scream,645,645,1.0,0.5084,"feel, make, life, day, die, live, give, thing, find, cry","['wonderful', 'ironic', 'die', 'die', 'causeand', 'bomb', 'fall', 'usas', 'bullet', 'brake', 'live', 'diesand', 'death', 'spreadlike', 'diseasekille', 'kill']"
,17. feb 2002,,"The ApocolypseThe sinners redeem themselves worthyof both heaven and hell.The believers know that theywill prosper in life and death.I, myself, think that living is overratedand death even more so,but the limbo in between is whatmakes it all interesting.",646,646,0.0,0.5185,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['walk', 'look', 'tree', 'see', 'black', 'fat', 'try', 'raise', 'dick', 'degree', 'piss', 'mother', 'fucker', 'tree', 'put', 'grass', 'ass', 'never', 'see', 'try', 'run', 'fast']"
,10. des 2001,,Circle WorldThe words of a broken manare carried by the winds of change.Nothing ever stays the samein the world of circles. I have a dream of not wantingto ever live againbut in the world of circleseverything is born again.The fury of my mindis overruled by the needto connect with the futurethat I and fate have in store for myself.In some feeble wayI am in control of my lifeeven though I don't notice it.The men laugh at my attemptto understand the universethat I'm trapped inand I don't get it.A mindless mayhemof stupidity is cloudingmy judgementand I don't get it.The circle of life hasme trapped in a vortexof insanity that I createdwithin myself.The world of circlesnever dies in eternitybut it has already diedwithin me.,647,647,0.0,0.502,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['trade', 'bit', 'wack', 'lie', 'back', 'let', 'cowboy']"
, 2. des 2001,,"Much Ado About Something“No, the world must be peopled!”Those are the wordsfrom the lips of a manby the name of Benedick from Padua.I think he does not understand the perturbationof human sanctuaryby speaking themand believing in them.For the people speak poniardstowards true scholars,conjure up massive weponsto destroy each other andare close to infecting the north star.People have transgressed, lied and denied universal wisdom.They are only blocks of lifewith nothing inside.But they are tolerated “for a man is a giddy thing…”RoMpE",648,648,0.0,0.5171,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['manthat', 'sheepish', 'look']"
, 1. okt 2001,,We climb higherand higherto the top we can never reach.We are too blind to understand there there might not evenbe a mountain.We cannot seethe forest for the treesand our lives pass…slowly but surely upthe mountain that never ends.RoMpE,649,649,0.0,0.5479999999999999,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['see', 'badi', 'see', 'eye', 'mirroryou', 'mebut', 'still', 'samewhat', 'doto', 'make', 'go', 'away', 'go', 'away', 'need', 'shityou', 'give', 'dayall', 'dayi', 'see', 'be', 'go', 'go', 'go', 'youget', 'away', 'go', 'away', 'leave', 'aloneyou', 'know', 'hear', 'still', 'go', 'keep', 'sorrythat', 'blaime', 'youi', 'feel', 'youslippin', 'away', 'go', 'away', 'freak', 'poet', 'think_different', 'truly', 'show']"
,25. jún 2001,,"(Untitled, for now)The mystic measures of time are always counted in a circlethat never endsbut you want to finish it.The soulful search of happinesscan be found in a momentthat never endsbut some never find it.The intergalactic intergration of eternitywill forever be a philosophy of men,that is a fact,but it is never constant.",650,650,0.0,0.5796,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['hurl', 'morning', 'sky', 'bow', 'godess', 'scream', 'dimensionsas', 'crash', 'together', 'humanone', 'godess', 'humiliate', 'appear', 'nakedswirle', 'golden', 'atmosphere', 'eye', 'lock', 'destination', 'unspecified', 'start', 'race', 'goal', 'taste', 'infinite', 'victory']"
,14. maí 2001,,"Nothing left but the fishYou are gone, gone.My world is broken into two parts.One wants to go with you on your hitchhike through the Galaxy. The other is stuck in the dimension you created here on Earth.You were the one that changed my Life,my Universe, Everything.You have ripped my towel apart, and I will never be able to mend it.A part of it is gone with you on a journey that will never end.A journey that you started inside your head, and touched so many people, including me.But now you are gone on your way,finding your true meaning of life.And I’m alone trying to find mine.The world is filled with copiesof your thought and idea.Original thinking died a bit when you started your space trip.There is nothing left but the fishthat you gave us.So long, and thanks for all the fish.I will never forget 42, never.Thank you Douglas Adams,thank you. Eg gjorsamlega VARD ad skrifa tetta i gear. Tetta var skrifad mjog fljotlega en tetta vard ad komast ut. Douglas Adams var hetjan min…RoMpE",651,651,0.0,0.5146,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['cry', 'salvation', 'come', 'contaminate', 'mind', 'mind', 'scream', 'peace']"
,11. maí 2001,,"Super NovaIn the black light of truthnothing seems the same.For some reasonthat I don't understandI always thought that I would feel betterif I could look into myself.Then everything would be groovy.But the endless black bleakness of my soulthrew me off my feet.I had been living in an image of another person.My true self was lyingbroken and curled up on the floor.It was unused, unwanted and unseenby everyone, including me.Completely ignorant ofmy own problemsAnd had no idea that I was falling apart inside.Dying out of a disease called popularity.There was no tragic epic.No big scheme from my parentsthat one day I would be perfect.The problem was that they didn't have any scheme.They didn't care and I was on my own.The ignorance of being your own masterwhen you have so much to learn.I had no ideathat everything that I waswasn't me at all.*ekki sjalfseafisogulegt :)RoMpE",652,652,1.0,0.5953,"feel, make, life, day, die, live, give, thing, find, cry","['first', 'see', 'foot', 'knock', 'offthe', 'type', 'feeling', 'flirt', 'need', 'back', 'offall', 'search', 'cancel', 'find', 'right', 'make', 'fight', 'wrong', 'let', 'night', 'ononly', 'could', 'make', 'perfect', 'way', 'look', 'way', 'talk', 'way', 'heart', 'pull', 'apart', 'put', 'back', 'togetherlooke', 'hope', 'alone', 'foreverbut', 'thing', 'change', 'thing', 'never', 'samenee', 'arrange', 'way', 'gamefight', 'seem', 'wrong', 'fight', 'strongand', 'problem', 'occur', 'love', 'hot', 'long', 'know', 'still', 'spend', 'yousit', 'pray', 'forever', 'stay', 'youcause', 'thing', 'change', 'thing', 'do', 'happenedit', 'halfsteppin', 'step', 'know', 'shortie', 'catch', 'attention', 'thatlet', 'keep', 'thing', 'correct', 'get', 'store']"
,17. apr 2001,,"The Boy who wasThe boy was, is and will.One day he was born.the next he is living.and tomorrow he will be dead.No one would be surprisedif he shot himself in the head.",653,653,0.0,0.5243,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['be', 'die', 'rain', 'bleed', 'rain', 'terrible', 'feeling', 'be', 'stab', 'friend', 'put', 'smile', 'face', 'be', 'die', 'be', 'bleed', 'rain']"
,17. apr 2001,,"Super NovaIn the black light of truthnothing seems the same.For some reasonthat I don't understandI always thought that I would feel betterif I could look into myself.Then everything would be groovy.But the endless black bleakness of my soulthrew me off my feet.I had been living in an image of another person.My true self was lyingbroken and curled up on the floor.It was unused, unwanted and unseenby everyone, including me.Completely ignorant ofmy own problemsAnd had no idea that I was falling apart inside.Dying out of a disease called popularity.There was no tragic epic.No big scheme from my parentsthat one day I would be perfect.The problem was that they didn't have any scheme.They didn't care and I was on my own.The ignorance of being your own masterwhen you have so much to learn.I had no ideathat everything that I waswasn't me at all.",654,654,0.0,0.5264,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['choose', 'choose', 'beutilful', 'funny', 'trying', 'someone_else', 'love', 'love', 'answear', 'question', 'always', 'together', 'love', 'spotta']"
, 5. apr 2001,,(Untitled)Same day.Same spotDifferent date.The endless circle of lifeis stuck with me.I am the one who controls everythingand nothing at the same timeI measure my life outwith walks around the doubt.The endless circle of life is stuck with me.I am the one who controls everything and nothing at the same time.Same day.Same spot.Different date.,655,655,0.0,0.5088,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['try', 'understand', 'want', 'thousond', 'other', 'choose', 'perfect', 'intellegent', 'even', 'good', 'looking', 'still', 'choose']"
, 5. apr 2001,,"Lost CauseThere is no light here.Not a single drop of unwanted elements,even if they are wanted.I am a searcher of life,any life.But I haven't found it, yet.The thought lingers.Endlesslyin the mist of my thoughts.I am a finder of nothing,blankness.But still I search, for now.There is no light here.And will never be.There are no unwanted elements,even if they are wanted.I am a lost cause,lost.But the search is over, forever.",656,656,0.0,0.5192,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['eye', 'good', 'place', 'see', 'goodeverythe', 'stand', 'go', 'poet', 'think_different', 'truly', 'show']"
39.0,14. júl 2001,karlmaður,"I am the stuff that killers are made of,I am the truth that never was told.I am the love that wasn't desired.I am the dream you once called nightmare.You are the essance the ultimate joy,You are a lie for you are perfection.You are the hate that never existedYou are the reality that I can never touch.",657,657,1.0,0.5495,"feel, make, life, day, die, live, give, thing, find, cry","['quit', 'fantasize', 'aboutother', 'people', 'slash', 'wrist', 'gape', 'woundswhich', 'love', 'see', 'cut', 'instead', 'admire', 'pain', 'long', 'agonyof', 'legendary', 'suffering', 'go', 'life', 'ownand', 'leave', 'alone', 'look', 'life', 'live', 'sin', 'stupidity']"
41.0,20. mar 2002,karlmaður,"those years ignored by you alli always thought it would make me fallbut to my very surprisingmy spirit is now risingi just needed to get some spaceget a hold on the future and it embracelet go and forget the pastthose memories that were so vastand remember that as i get olderwatch out that my heart wont get colder dingo, 23-10-2001",658,658,1.0,0.5556,"feel, make, life, day, die, live, give, thing, find, cry","['perfect', 'eye', 'look', 'perfect', 'smile', 'perfect', 'way', 'perfect', 'life', 'come', 'perfect', 'hand', 'hold', 'mine', 'perfect', 'way', 'say', 'want', 'real']"
41.0,22. feb 2002,karlmaður,"I just want to lie, all day in beddark clouds are, surrounding my headto no one, I ever want to speakcause my will, all is so weakemotions are, at their highest peakwant forever, to fall asleepneed someone, around me to holdtake my sorrow, and it unfoldhow can few words, be so hurtingit all started, with simple flirtingthose last days, the sun shining highthen you ended it, I cannot understand whynow my mind has gone, totally blindways to end it all, it trys to findwhat others will feel, I do not carecause being without you, I cannot bear -dingo, 23-10-2001",659,659,0.0,0.5491,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['touchyur', 'look', 'hold', 'roseso', 'sweet', 'drive', 'could', 'ruinedjust', 'soulmy', 'heart', 'crushedin', 'chest', 'holearound', 'neck', 'ropekick', 'away', 'chairsuicide', 'last', 'long', 'death', 'poet', 'think_different', 'truly', 'show']"
,14. mar 2002,,You say you carebut is it true?you try to make me do thingsyou know i can't doyou play with my heartand you play with my mindand lose the thingsi have yet to findi'm only humani make mistakesand like everyone elsemy heart breaks.,660,660,1.0,0.5273,"feel, make, life, day, die, live, give, thing, find, cry","['people', 'peep', 'peephole', 'anti', 'punctual', 'persistantmy', 'face', 'encyclopedia', 'soul', 'look']"
,13. mar 2002,,Before your damned godyou tear me apartcut into my fleshand stick your knives into my heartthe object of your hatenow lie here in painthe tears never endingand unwashable blood stainall to please your godand his useless needsjust to keep him happymy soul now bleedsmy body gives inand so marks my deathsmiled upon by youas i take my last breath.,661,661,1.0,0.5229,"feel, make, life, day, die, live, give, thing, find, cry","['hand', 'tiedi', 'stuck', 'sword', 'far', 'hear', 'myselfget', 'hideand', 'slay', 'bridejump', 'kill', 'flesh', 'feastride', 'back', 'servant', 'scream', 'try', 'cruel', 'poet', 'truly', 'show']"
,12. mar 2002,,"Does it matter, do you care?Can you find my will to live?Lonliness and depression become one.Seperation no longer matters here.Feelings combine and turn to despise.Saddness and anger all I know.Life and death hold no divide.Unshed tears fill my soul.Desperation mists the mind.Clouding judgement and understanding.Seething fury beneath indifference.Shadows dance behind my eyes.Vulnerability shows once more.Clock chimes twelve, midnight suicide.",662,662,1.0,0.5926,"feel, make, life, day, die, live, give, thing, find, cry","['let', 'go', 'call', 'answer', 'live', 'life', 'dignity', 'cunsult', 'high', 'powerlife', 'sensitive', 'bear', 'die', 'snowjust', 'let', 'go', 'must', 'bodyor', 'blood', 'bonesthis', 'may', 'look', 'issuethere', 'must', 'else', 'soalyou', 'live', 'life', 'reach', 'let', 'go', 'goal', 'reach', 'diejust', 'bird', 'live', 'life', 'moreit', 'meaningless', 'give', 'surten', 'roalgive', 'want', 'complete', 'goalwho', 'let', 'go', 'course', 'sometimes', 'gladbut', 'time', 'sadi', 'thing', 'funbut', 'give', 'know', 'take', 'dearmy', 'mind', 'owerflowjust', 'let', 'go', 'hard', 'let', 'gobut', 'life', 'cold', 'may', 'hear', 'line', 'beforebut', 'wait', 'may', 'say', 'love', 'pray', 'never', 'let', 'go', 'remember', 'stay', 'strong', 'say', 'nothen', 'ahead', 'may', 'see', 'little', 'glowdon', 'think', 'get', 'thinking', 'use', 'may', 'walk', 'let', 'go', 'marked', 'hand', 'cut', 'may', 'ink', 'still', 'falsemy', 'life', 'would', 'hollow', 'glad', 'already', 'sanke', 'deepand', 'soon', 'forever', 'sleepi', 'bone', 'first', 'let', 'go', 'let', 'go']"
,16. des 2001,,"Yes its true…i´ve got demons inside meand sometimes..they need to speakmy dark places…make me feel uglymy lips are glossed but my heart is weakim diseased…plz forgive mefor not being prettyor sexybut god never blessed me..here´s what you´ll findnext time you undress me…scarswoundsim bruised…Watch me bleedim your beautywatch me bleedBeauty fiendOnce againwithout perfect teethi beginthe dream as i sleepsoon i´ve sinnedmy skin is still thickmy mouth as alwaysis brutally honestat my calmestim tires of explaininghow it feels to be exploitedand ratednumber one,two or seventeenfuck what they print in those damn magazinesscarswoundsim used…watch me bleedim no beautybeauty queenwatch me bleed…Stuck inside this mask of minethere´s no place for me to hidewount you please come and suck me drydont touch meDONT FUCKING TOUCH MEdont touch me…why?cant you see beyond my skin?Size,my shape,my ass,my titsi am not your pretty faceim just a girlThe girl you love to hate!!!Watch me bleedbeauty queenim the beauty watch me bleesbeauty fiendwhy? cant you see beyond my skin?size,my shape,my ass, my titsi am not your pretty faceim just a girlTHE GIRL YOU LOVE TO HATEstuck inside this mask of minethere´s no place for me to hidewount you come and suck me drydont touch meDONT FUCKIN TOUCH MEdont touch meDIE …PIG!",663,663,0.0,0.5432,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['pure', 'heart', 'may', 'bea', 'rage', 'fear', 'live', 'medarkene', 'soul', 'swallow', 'dreamshollow', 'scream', 'may', 'never', 'bea', 'shallow', 'place', 'mefear', 'loathing', 'leave', 'insidedark', 'smile', 'shall', 'judge', 'heart', 'never', 'bestaine', 'black', 'meflee', 'thing', 'different', 'want', 'seefear', 'loathing', 'leave', 'insidedark', 'smile', 'shall', 'judge', 'sleepless', 'nightevery', 'shadow', 'enemyhide', 'face', 'hide', 'mebut', 'find', 'never', 'free']"
,23. okt 2001,,"it feels like im floating on airso comfortableif i was drowning in the deepest sea, i wouldnt caremy life without you, i wouldnt bareleave you? i wouldnt dareand you? i wouldnt shareyou´re clear as the skyleave you? i´d rather dieyou hold my handi hear my heart come downi just want you to understand that i love youin hell i could burn for a thousund yearsif i´d just get one kisspure blisspure morningpure lovemy lifenobody gave a fuckpeople sound so happycould it be they have somebody like you?my lifepure sorrowpure helldont want tocant be with youanswears i didint want to hear,but it was there it sounded so clearim so alonei cant be without youcould yougive yourself to me…can you be with meand be so freei want you!i need you!i cant live without youfuck,i cant breath without you!im slowly dying…do you love, do you careyour love? do you want to share?im so closedim so afraidbut im so exposed with youi try to show my love to youbut im soim so afraidthat im not getting throughim crazyim uselessim insanei dont desreve thisi desreve deathi dont deserve youi dont desreve youi deserve to burn in hellto be killedangel,i dont deserve youyou´re to good to be trueyou´re to good to be trueangel,you´re to good to be true!i couldnt love you more,you got a beautiful mind.im all fucked upi cant leave you aloneim not that strongim proably insanebut your still there for meall i see is the black sunshe never looks at meshe only stares.",664,664,0.0,0.5294,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['think', 'see', 'go', 'seekmy', 'search', 'puritywill', 'never', 'endfor', 'humanityit', 'serve', 'lose', 'lieslie', 'brake', 'tiestie', 'go', 'heaventhere', 'foundfree', 'violencehow', 'could', 'knowthat', 'end', 'hateing', 'poet', 'truly', 'show']"
,12. okt 2001,,Dis…honestyou came with your first kissBlue eyes sold me your heavenly presenceSomething was suffocating me…i couldnt breathHad no idea that you would ever deceiveI tried to belive all the things you taught meChrist like images of truth…they straight got to meNow watch me drown in sadnessMy lungs gasp for air cause i let you stab this…Heart…and rip apart wounds that existDeeper and darkerthan any words i could spitAll is shitAnd it will never be wellBeacause the fires that burnare my never ending….HellIs this what you call God?your faith is lostIs this what you call God?Get off your crossget off…Connect each other for necessityLifelines scar my hands like the rest of meAsked me to trust you and yes i tried toConstant apologies caused me to lie tooTried to medicate my hate with your magicHow could somthing so sweet end up so tragicRessurect me from this abyssIn death every body function fails to existfalse commitments Tongues twisted with religiona Heart shaped rock of the samr size incisionObsoletewith no relief or releasejust insomnia filled nightsof bever ending….sleepIs this what you call God?your faith is lostIs this what you call God?Get off you crossSplit a piece of wood and i am thereLift a stone and you will find meAre you still scared?SanctuarySanctuaryThere´s no SanctuaryIs this what you call God?is thisis this what you call Love?Get offGet offwatch meGet off Get offNow watch me fall…I swallowed all your liesAnd they felt good going down……..Death be not proud..,665,665,1.0,0.6227,"feel, make, life, day, die, live, give, thing, find, cry","['amase', 'thing', 'happen', 'see', 'twitch', 'around', 'happen', 'eye', 'wich', 'watch', 'wait', 'wait', 'right', 'moment', 'never', 'leave', 'alife', 'stuck', 'stuck', 'time', 'magic', 'thing', 'happen', 'right', 'help', 'leave', 'alone', 'punish', 'do', 'help', 'die', 'soon', 'betraie', 'betraie', 'betraied', 'know', 'kill', 'even', 'touch', 'know', 'end', 'nowhere', 'go', 'stuck', 'leave', 'dead', 'talk', 'dead', 'still', 'alive', 'dead', 'alife', 'connect', 'afraid', 'anymore', 'belong', 'belong', 'help', 'help', 'afraid', 'time', 'end', 'take', 'arme', 'take', 'safe', 'right', 'demond', 'demond', 'spirit', 'tree', 'spotta']"
, 4. okt 2001,,"I wanna live in the pretty sunbut daylight just makes me numbSo i cover up my scareswith velvet drapes that kill rock starsChange my moodlick my woundsTrust will lead us to the truthDrown myself in miserysleep with my enemydestroy my destinyerase the memory…of youOpen myself to reveal my woundsand i find the memory of youI wanna die on the darkest of nightwhen there´s no one left to fightfill my bed with leopard furthink of you inside of hersuffer for my latest sinuntil i´m happy in my skini ache for you…i ache for usi pray for you…i pary for usi wait for you…i wait..deny thy lover and refuse thy namefirst,last and always..deny thy lover and refuse thy namefirst,last and always..when will you tell me the truth?when will you tell you the truth?when will you tell…My revenge on you will not kill youit will make you want to kill yourself..",666,666,1.0,0.5521,"feel, make, life, day, die, live, give, thing, find, cry","['see', 'much', 'make', 'cry', 'hurt', 'bad', 'make', 'mad', 'make', 'laugh', 'make', 'smile', 'see', 'stupid', 'love', 'idiot', 'say', 'love', 'spotta']"
, 4. okt 2001,,"It was along time agolonger now than it seemsA place that perhaps you´ve seen in your dreams..Welcome to my worldis it what you thought it would be?I´m trapped inside this hellbetween Blood queen and purgatoryA coop filled covered halla tattooed babydollI´ve got the devil in mu cornerand jesus on my wallToday is an oatmeal dayi feel like a monster babePreacher save me with your calland i´ll be your little miss scareallOne eye´s green and one eye´s bluedemons,angels a love that´s truecatch me as i start to falllet me be your little miss scareallHalloween is overBut i´ll keep you scaredtake you to the fright sidei know you´ll come preparedBy your deadly nightshadeturn your christmas blackand you can be my Jhonny Homicidal ManiacForgive me preacherfor i have sinnedI´ts been 3 weeks since my last confessionI am the one…hiding under your bedmy teeth are Sharp,my lips are redI am the one…hiding under your stairswith snakes and spiders in my hair…Little miss scareall..",667,667,1.0,0.5283,"feel, make, life, day, die, live, give, thing, find, cry","['little', 'little', 'bonyone', 'day', 'eat']"
, 3. okt 2001,,"You say im angry…i guess i should bebecause it makes me happyMy mind is creepy…i guess it could bedepends on what you ask meYou are my bright red screamGirls wet dreamyour my bright red screamand when i sleep i dream of youYou say im scary…i guess i could because when i speak you fear meMy mouth is dirty…i guess it would bepretend you just dont hear me!you are my bright red screamgirls wet dreamyour my bright red screamnothing is what it will seem…And im your scary teddy bearLove me Hate me….I let you drive me crazyCrucify me or o you wanna save me..yes,no, mabey…it doesnt matter babyyou´re not so clean that i cant make you wanna SCREAMscream,scream,SCREAM with me…bright red screamgirls wet dreamyou´re my bright red screamscream with mescream for meI´m not mean…im just not niceand there is a differenceThank you are remaining at a save distance!",668,668,1.0,0.5122,"feel, make, life, day, die, live, give, thing, find, cry","['ever', 'wonder', 'life', 'go', 'year', 'wonder', 'wonder', 'life', 'year', 'see', 'stand', 'little', 'child', 'know', 'boy', 'little', 'girl', 'boy', 'cute', 'eye', 'smile', 'go', 'mine', 'wonder', 'anymore', 'cause', 'side', 'love', 'love', 'today', 'love', 'know', 'cause', 'love', 'already', 'know', 'yet', 'find', 'day', 'come', 'dream', 'come', 'true', 'love', 'bottom', 'heart', 'someday', 'hope', 'fall', 'love', 'spotta']"
